SqFt,address,age,bath,bedrooms,crime,description,features,floorplan,incm_restr,neighborhood,price,site 
,"Brooklyn, NY, 11215, (",3 days on Trulia,1 full Bathroom,2 Bedrooms,Lowest,"NO EXCEPTIONS WILL BE MADE FOR LOW OR BAD CREDIT APPLICANTS2 BEDROOMSPRIVATE OUTDOOR SPACE1 BLOCK TO THE PROSPECT AVENUE STATIONGreat bars, restaurants, and cafes located in neighborhood. Short walk to Pathway Grocery.","Price: $2,300; 2 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Balcony; Neighborhood:; Zip:; Provided By:
                          Cooper Square",,,Greenwood,"$2,300/mo",trulia
,"Brooklyn, NY, 11209, (",3 days on Trulia,1 full Bathroom,1 Bedroom,Low,"Gorgeous high-end renovated 1 bedroom in well-maintained elevator building. Amazing views of Manhattan skyline. Ton of closet space. Elevator building. Heat and Hot Water is included. Transportation to the city by the R line as well as the new ferry system (30 Minute Commute).For a private viewing, contact Joseph","Price: $1,600; 1 Bedroom; 1 full Bathroom; Multi-Family; Status: For Rent; Pets Allowed:; Cats; Neighborhood:; Zip:; Provided By:
                          25 Realty",,,Bay Ridge & Fort Hamilton,"$1,600/mo",trulia
,"Brooklyn, NY, 11218, (",3 days on Trulia,1 full Bathroom,1 Bedroom,Low,"ONE MONTH FREE ON A 13 MONTH LEASE!! NO FEE!!Spacious two bedroom in a Brand New Luxury Building By Prospect Park!All units feature oversized windows and tons of natural sunlight, high-end modern appliances, gorgeous hardwood floors, and top of the line finishes throughout. Select units provide spacious balconies, or private terraces. Amenities include an elevator, laundry room on each floor, Roof Deck, bike storage, and indoor parking garage.Easy access to the B and Q trains at Newkirk Plaza as well as the F train at 18th Avenue and Ditmas Avenue station","Price: $2,262; 1 Bedroom; 1 full Bathroom; Multi-Family; Dishwasher; Deck; Status: For Rent; Pets Allowed:; Small dogs; Parking: garage attached; Balcony; Neighborhood:; Zip:; Provided By:
                          Alpha Acquisitions Realty Corp; Patio; Courtyard",,,Kensington & Parkville,"$2,262/mo",trulia
,"Brooklyn, NY, 11235, (",3 days on Trulia,1 full Bathroom,2 Bedrooms,Lowest,"MOVE IN ASAP! A renovated Two Bedroom Apartment conveniently located near everything including a 5 minute walk to the B Express & Q Train (Sheepshead Bay Station), Stop & Shop Super Market, House of Worship, Hardware Store, Rite Aid Pharmacy and 24 Hour Fitness Club, to name a few. A 10 minute walk to Emmons Ave, home to the beautiful Sheepshead Bay waterfront and esplanade that features fine dining, shopping and recreational fishing. Unit comes with kitchen appliances which conveniently includes a washer for laundry in the kitchen. Parking may become optional in the fut","Price: $1,700; Deposit:
                          $1,700; 2 Bedrooms; 1 full Bathroom; Multi-Family; Washer; Dryer; Status: For Rent; Floors: Hardwood; Balcony; Neighborhood:; Zip:; 1,000 sqft",,,Sheepshead Bay,"$1,700/mo",trulia
,"Brooklyn, NY, 11218, (",3 days on Trulia,1 full Bathroom,1 Bedroom,Low,"Stunning one bedroom in a Brand New Luxury Building By Prospect Park South!All units feature oversized windows and tons of natural sunlight, high-end modern appliances, gorgeous hardwood floors, and Condo finishes throughout. Select units provide spacious balconies, or private terraces. Amenities include an elevator, laundry room on each floor, Roof Deck, bike storage, and indoor parking garage.Easy access to the B and Q trains at Newkirk Plaza as well as the F train at 18th Avenue and Ditmas Avenue stations. Net price including one month free adverti","Price: $2,077; 1 Bedroom; 1 full Bathroom; Multi-Family; Dishwasher; Status: For Rent; Balcony; Neighborhood:; Zip:; Provided By:
                          Alpha Acquisitions Realty Corp",,,Kensington & Parkville,"$2,077/mo",trulia
,"Brooklyn, NY, 11224, (",3 days on Trulia,2 full Bathrooms,2 Bedrooms,Lowest,"1 month free rent .....no broker fee....Beautiful 2 bedroom with 2 bathrooms. Over 1200 sqft with brand new open kitchen. Hardwood floors, Great light, excellent closet space, private balcony. Located in a 24 hour doorman building, laundry in the building, live in super, Renovated elevators, renovated lobby, Outdoor landscaped patio area for tenants. Close to subways and shops. Parking available for $160 a month.","Price: $2,200; 2 Bedrooms; 2 full Bathrooms; Multi-Family; Status: For Rent; Neighborhood:; MLS/Source ID: 10459062; Zip:; Provided By:
                          Luxor Homes & Investment Realty Llc",,,Coney Island,"$2,200/mo",trulia
,"Brooklyn, NY, 11218, (",3 days on Trulia,1 full Bathroom,1 Bedroom,Low,"ONE MONTH FREE ON A 13 MONTH LEASE!! NO FEE!!Spacious two bedroom in a Brand New Luxury Building By Prospect Park!All units feature oversized windows and tons of natural sunlight, high-end modern appliances, gorgeous hardwood floors, and top of the line finishes throughout. Select units provide spacious balconies, or private terraces. Amenities include an elevator, laundry room on each floor, Roof Deck, bike storage, and indoor parking garage.Easy access to the B and Q trains at Newkirk Plaza as well as the F train at 18th Avenue and Ditmas Avenue station","Price: $2,308; 1 Bedroom; 1 full Bathroom; Multi-Family; Dishwasher; Deck; Status: For Rent; Parking: garage attached; Balcony; Neighborhood:; Zip:; Provided By:
                          Alpha Acquisitions Realty Corp; Patio; Courtyard",,,Kensington & Parkville,"$2,308/mo",trulia
,"Brooklyn, NY, 11218, (",3 days on Trulia,1 full Bathroom,1 Bedroom,Low,"ONE MONTH FREE ON A 13 MONTH LEASE!! NO FEE!!Spacious two bedroom in a Brand New Luxury Building By Prospect Park!All units feature oversized windows and tons of natural sunlight, high-end modern appliances, gorgeous hardwood floors, and top of the line finishes throughout. Select units provide spacious balconies, or private terraces. Amenities include an elevator, laundry room on each floor, Roof Deck, bike storage, and indoor parking garage.Easy access to the B and Q trains at Newkirk Plaza as well as the F train at 18th Avenue and Ditmas Avenue station","Price: $2,170; 1 Bedroom; 1 full Bathroom; Multi-Family; Dishwasher; Deck; Status: For Rent; Parking: garage attached; Balcony; Neighborhood:; Zip:; Provided By:
                          Alpha Acquisitions Realty Corp; Patio; Courtyard",,,Kensington & Parkville,"$2,170/mo",trulia
,"Brooklyn, NY, 11235, (",3 days on Trulia,1 full Bathroom,1 Bedroom,Low,"Renovated 1 Bedroom apartment in an elevator building!Hardwood floors throughout the whole apartmentStainless steel appliances: Dishwasher, MicrowaveVirtual DoormanStorageElevatorPets are allowedHeat and Hot Water Included!Live-In Super!Close to B/Q train!!Steps to the BeachFew blocks from Restaurants, shopping, groceries.
                      No Fee","Price: $1,895; 1 Bedroom; 1 full Bathroom; Multi-Family; Washer; Dryer; Status: For Rent; Built in 1929; Rooms: 3; Neighborhood:; Zip:; Provided By:
                          Sani Berger @ Creative Realty Inc",,,Brighton Beach,"$1,895/mo",trulia
,"Brooklyn, NY, 11226, (",3 days on Trulia,1 full Bathroom,1 Bedroom,Low,"Newly renovated, spacious one bedroom in the heart of Ditmas Park, just south of trendy Cortelyou roads bars, shops and cafes. The building is meticulously well-maintained and has a helpful live in super, elevator and laundry. *Laundry*Free heat and hot water*Elevator *Microwave *Lot's of natural light *Hardwood floors *Pet friendly Showings held daily! * Neighborhood specialist, with tons of other listings in the area.","Price: $1,750; 1 Bedroom; 1 full Bathroom; Multi-Family; Dishwasher; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Compass",,,Flatbush - Ditmas Park,"$1,750/mo",trulia
,"Brooklyn, NY, 11234, (",3 days on Trulia,1 full Bathroom,3 Bedrooms,Lowest,"Quiet Residential area in Marine Park/Oldmill Basin .Away from congestion yet close to everything, Ex: transportation and shopping. Very spacious a must see call for all appointments. Price is negotiable.","Price: $2,500; 3 Bedrooms; 1 full Bathroom; Single-Family Home; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Realshout; 28 sqft",,,Flatlands,"$2,500/mo",trulia
,"Brooklyn, NY, 11215, (",3 days on Trulia,1 full Bathroom,1 Bedroom,Lowest,"OWNER TO PAY THE FEE Large, light, lovely and Pet Friendly!! Come home to quality and comfort.  This meticulously kept 1.5 Bedroom, 4 room apartment has everything you could ask for:  The King sized bedroom--with large windows letting light and air in for extreme comfort--has a full sized ancillary room that would be a great office or I've seen it used as a nursery.  Bright windowed eat-in-kitchen (with dishwasher) also has large, South facing windows for sipping wine over dinner while watching the sun set.  Owned by someone who cares, the common area","Price: $2,800; 1 Bedroom; 1 full Bathroom; Multi-Family; Dishwasher; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Douglas Elliman",,,Park Slope,"$2,800/mo",trulia
,"Brooklyn, NY, 11217, (",3 days on Trulia,1 full Bathroom,1 Bedroom,Low,"Wonderful One Bedroom on 3rd floor of a Private house in Prime North Park Slope. Hardwood floors throughout. Living/Dining Combo. The Bedroom will fit Queen size bed. Close to Restaurants, laundromats, Key Foods, Atlantic Terminal, LL Railroad, Barclay's Center and Prospect Park. Heat and Hot water is included with the rent. Pets are upon Approval. Must have good credit and strong Income or Qualified Guarantor. Available March First.","Price: $2,100; 1 Bedroom; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          All Boro Cash Realty Llc",,,Park Slope,"$2,100/mo",trulia
,"Brooklyn, NY, 11233, (",3 days on Trulia,1 full Bathroom,1 Bedroom,Highest,"NEW N CLEAN COZZY APT 4th FLOOR UNIT *NICE LARGR SIZE LIVING AREASMALL TINY BEDROOM (8 1/2 X 7 1/2 ft) *HARDWOOD FLOORS*EXPOSED BRICK WALL*OVER SIZED WINDOW'S*HIGH CEILING*NEWLY PAINTED*TILED BATH W/TUB & SHOWERGR8 AREA NEAR SHOPS, CAFE'S,RESTAURANTS,BARS, AND BANKS *QUICK COMMUTE TO NYC","Price: $1,570; 1 Bedroom; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Rbm Management",,,Bedford - Stuyvesant,"$1,570/mo",trulia
,"Brooklyn, NY, 11231, (",3 days on Trulia,1 full Bathroom,2 Bedrooms,Lowest,Fantastic floor through Railroad 2 bedroom in Carroll Gardens / Cobble Hill.Fast approval process. No co-op approval necessary.Apartment Features*Working Fireplace*Original Details*Stainless Steel Appliances*French doors*Bathroom Skylight *Closets and overheard storageBuilding Features*Free Washer / Dryer in basement*Basement StorageContact Walter Joseph for immediate viewing,"Price: $3,395; 2 Bedrooms; 1 full Bathroom; Multi-Family; Fireplace; Status: For Rent; Pets Allowed:; Small dogs; Neighborhood:; Zip:; Provided By:
                          Mason Group Llc; 700 sqft",,,Carroll Gardens,"$3,395/mo",trulia
,"Brooklyn, NY, 11233, (",3 days on Trulia,1 full Bathroom,1 Bedroom,Highest,"Welcome to 1793 Fulton Street. This one bedroom apartment is a must see for anyone who needs an incredible space with beauty, light. This unit is flooded with natural sunlight drenching through large windows high ceilings spacious kitchen great countertop space that provides extra room for meal preparation.Stainless steel appliances granite counter tops. The apartment is set to meet all of your living needs and offers great space to entertain friends and family alike. True one bedroom large enough to fit a queen-sized bed, nightstands, and dressers plus has great storage space in closet","Price: $1,650; 1 Bedroom; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Ct Estates",,,Bedford - Stuyvesant,"$1,650/mo",trulia
,"Brooklyn, NY, 11231, (",3 days on Trulia,2 full Bathrooms,3 Bedrooms,Lowest,This Semi -detached light filled Contemporary Townhouse Gem is an exceptional find ! You will not find a better option in Carroll Gardens to make your new home. Approximately 1300SFT this THREE Bedroom + OPEN DEN has Two Full Baths as well and In -Unit Washer/Dryer. The Bathrooms are modern and in excellent condition with designer touches. Seeing is believing. The Front Room is a lovely Living Room with Picture Windows that look out to green foliage and trees and are the width of house. This room has double exposures as well drawing lots of natural light ! This rambling Floor-thru has o,"Price: $4,900; 3 Bedrooms; 2 full Bathrooms; Multi-Family; Dishwasher; Washer; Dryer; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Douglas Elliman; 1,350 sqft; Garden",,,Carroll Gardens,"$4,900/mo",trulia
,"Brooklyn, NY, 11226, (",3 days on Trulia,1 full Bathroom,1 Bedroom,High,"Enjoy this stunning fully renovated 1 bedroom 1 bathroom apartment with a layout that allows it to be ""flexed"" to a two bedroom with a full wall. This apartment has brand new hardwood floors and brand new appliances. This apartment is available for immediate occypancy! Transportation is located 1 block away from the (2) and (5) trains at Nostrand Ave Station. This unit is pet friendly. Guarantors are welcome! contact me anytime for a viewing. Feel free to call/text/email Ron anytime to schedule a viewing!","Price: $1,700; 1 Bedroom; 1 full Bathroom; Multi-Family; Status: For Rent; Pets Allowed:; Small dogs; Neighborhood:; Zip:; Provided By:
                          Bway Management, Llc.",,,East Flatbush,"$1,700/mo",trulia
,"Brooklyn, NY, 11223, (",3 days on Trulia,2 full Bathrooms,1 Bedroom,Low,"NEWLY RENOVATED - 1 1/2 Bed / 2 Bath w/ Sun Room & Backyard This one and a half bedroom apartment is Gravesend is the best deal in Brooklyn. The kitchen is large and can easily accommodate a dining set. The living room is spacious and great for entertaining. The master bedroom is large and can easily accommodate a queen sized bed, along with other furniture. The second bedroom can be used as a kid's room or a home office. The apartment also features a sun room that leads to the backyard. The shared backyard is yours to enjoy. Private parking for one car is available.The","Price: $1,800; 1 Bedroom; 2 full Bathrooms; Multi-Family; Deck; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Skyline Group Real Estate; 800 sqft; Patio",,,Gravesend,"$1,800/mo",trulia
,"Brooklyn, NY, 11231, (",3 days on Trulia,1 full Bathroom,3 Bedrooms,Lowest,"Just off of Henry Street, this three-bedroom apartment with an additional den/office, places you in the heart of Brownstone Brooklyn, and provides you with the opportunity to experience the privacy of truly separate, non-connected bedrooms.Enter the apartment, just one flight up from the sidewalk, into an interior hallway that connects the three bedrooms to the bathroom and living room. The deluxe bedroom, located in the front of the apartment, has southern exposure and enough space for a king-sized bed, desk, and additional furniture. The other two bedrooms are equal in size, s","Price: $3,300; 3 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Brownstone Real Estate",,,Carroll Gardens,"$3,300/mo",trulia
,"Brooklyn, NY, 11221, (",3 days on Trulia,1 full Bathroom,2 Bedrooms,Low,"Beautiful 2 BR Apartment located in the Stuyvesant Heights neighborhood - Corner of Ralph Aveune and Jefferson Avenue.Great price - 2 BR for only $1,950.2 Spacious bedrooms, 1 Full Bath, Great lighting exposure - Beautiful large windows, High ceilings, Hardwood Floor, Closet in each room - Plenty of storage space.Separate Kitchen.Located just walking distance to the J, M, Z Train lines at Gates Avenue. A & C train lines at Utica avenue. Bus lines: B52, B47, B26.Surrounded by coffee shops, restaurants, groceries, Shopping centers.Few blocks away from Reinaldo Salg","Price: $1,950; 2 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Townhouse Realty Nyc, Inc.",,,Bedford - Stuyvesant,"$1,950/mo",trulia
,"Brooklyn, NY, 11225, (",3 days on Trulia,1 full Bathroom,2 Bedrooms,Low,"**BRAND NEW Large 2 Bedroom apartment in PRIME Prospect Lefferts Gardens**Located on a quiet tree-lined street right by PROSPECT PARK!! LAUNDRY on siteApartment Features:- Open-Layout Kitchen with Granite Countertops, NEW Stainless Steel Appliances!- Spacious Living area!- 2 KING size bedrooms!- Brand New fully tiled Bathroom!- High Ceilings!- Hardwood Floors- Charming Prewar Elevator building with live-in Super!- LAUNDRY Room on site!- Heat & Hot Water included!Located just minutes from the B & Q trains and the Franklin Ave Sh","Price: $2,100; 2 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Zjama Realty Corp",,,Prospect Lefferts Gardens,"$2,100/mo",trulia
,"Brooklyn, NY, 11226, (",3 days on Trulia,2 full Bathrooms,1 Bedroom,High,"* victorian house / all utilities included* fresh on the market / modern / high ceilings / natural sunlight* modern kitchen / cabinet / dishwasher / appliances* large spacious room / closets / extra storage space* hardwood floors* bathroom* call Vernon 347 583 8482.* close to Shops,Restaurants,Transportation,Parks* $850 monthly has fee listed by V. W. Moses R.E. Broker
                      One year lease agreement.","Price: $850; 1 Bedroom; 2 full Bathrooms; Multi-Family; Status: For Rent; Floors: Hardwood; Neighborhood:; Zip:; Provided By:
                          Hotpads",,,East Flatbush,$850/mo,trulia
,"Brooklyn, NY, 11205, (",3 days on Trulia,1 full Bathroom,3 Bedrooms,Lowest,"3 bedroom apartment located in a Clinton Hill brownstone near Pratt campus. PICS DO NOT DO IT JUSTICE! Great apartment for students looking for a short commute. Small pets OK upon approval. Heat and hot water included. First, security, one months rent fee to move in for 3/1. Located on Willoughby Ave at Washington a few blocks from the G train.Ref:259707","Price: $3,000; 3 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Highline Residential",,,Clinton Hill,"$3,000/mo",trulia
,"Brooklyn, NY, 11238, (",3 days on Trulia,1 full Bathroom,3 Bedrooms,Low,"No Fee true 3 bedroom. This unit is a gut renovation with all new appliances, hardwood floors and brand new bathroom. The location can't get any better! Stroll to Prospect Park, Brooklyn Museum and Franklin Ave bars, restaurants and coffee shops. Laundry close by.","Price: $3,067; 3 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Myspacenyc",,,Prospect Heights,"$3,067/mo",trulia
,"Brooklyn, NY, 11214, (",3 days on Trulia,1 full Bathroom,3 Bedrooms,Lowest,required: good credit and income700 credit score is a mustno exceptions will be made for low or bad credit applicants3 separate bedrooms spacious living room eat in kitchen 1 full bath easy and fast approval with good credit,"Price: $1,900; Deposit:
                          $1,900; 3 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:",,,Gravesend,"$1,900/mo",trulia
,"Brooklyn, NY, 11221, (",3 days on Trulia,1 full Bathroom,1 Bedroom,Highest,"Beautiful 1BR/1bath apartment in historic Bedford Stuyvesant, prime location!This one bedroom apartment features spacious living room, queen sized bedroom, stainless steel kitchen, modern bathroom, hardwood floors, and windows that let in natural light throughout. You'll be right around the corner from dozens of top-rated bars, restaurants, cafes, grocers, and music/art venues. Local favorites include Diamond Reef, L'Antagoniste, Peaches Hot House, Saraghina, Chez Oskar, Oaxaca Tacos, The Wilky, Essence, Bed-Wyne Cocktail, Casablanca Cocktail Lounge, Dynaco. Easy","Price: $1,899; 1 Bedroom; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Myspacenyc; Patio",,,Bedford - Stuyvesant,"$1,899/mo",trulia
,"Brooklyn, NY, 11211, (",3 days on Trulia,1 full Bathroom,1 Bedroom,Low,"Mint Condition Duplex One Bedroom Apartment In The Heart East Williamsburg. Hardwood Floors, Updated Kitchen And Bathroom, Open Floor Plan With Sub Level Bedroom And Office Space. Shows Anytime!","Price: $2,399; 1 Bedroom; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Douglas Elliman; 750 sqft",,,Williamsburg,"$2,399/mo",trulia
,"Brooklyn, NY, 11223, (",3 days on Trulia,1 full Bathroom,2 Bedrooms,Lowest,"Fully renovated 2 bedroom apartmen on the second floor of 4 family house. New kitchen cabinets , Hardwood floors throughout. Proof of income and credit verification required.Owner is looking for 1 or 2 people Nice room layout. . Heat included in rent.","Price: $1,625; Deposit:
                          $1,625; 2 Bedrooms; 1 full Bathroom; Multi-Family; Refrigerator; Dishwasher; Status: For Rent; Pets Allowed:; Cats; Floors: Tile; Neighborhood:; Zip:",,,Gravesend,"$1,625/mo",trulia
,"Brooklyn, NY, 11237, (",3 days on Trulia,1 full Bathroom,3 Bedrooms,Low,"Recently renovated building. Well spread out 3BR/1BA, great for shares or family! The apartment features bamboo floors, windowed-bathroom, good light and Central Air Conditioner! Landlord requirements: Good credit and 40 times rentTenant is showing by after 6pm.* The pictures are of the similar / same layout apartment in the building.","Price: $2,150; 3 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Charles Rutenberg",,,Ridgewood,"$2,150/mo",trulia
,"Brooklyn, NY, 11215, (",3 days on Trulia,1 full Bathroom,3 Bedrooms,Low,"Beautiful 3 bed in the heart of Greenwood. 2 flights up take you to this approx. 1200 sf apt with newly renovated kitchen and bath. Kitchen has white quartzite counters, subway tile, dishwasher and has an alcove for a small table. The main bedroom is in the front of the apt with tons of light. There is a small bedroom off this room and another small bedroom off the kitchen. Wood floors are throughout and there is a bonus wide hallway that is perfect for storage. The neighborhood is filled with new markets, restaurants and a subway that is around the corner. This is one apt that would be hard to beat.","Price: $2,750; 3 Bedrooms; 1 full Bathroom; Multi-Family; Dishwasher; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Douglas Elliman",,,Greenwood,"$2,750/mo",trulia
,"Brooklyn, NY, 11206, (",3 days on Trulia,1 full Bathroom,2 Bedrooms,Low,"Available April 15  2 BR in East WilliamsburgElevator buildingTwo queen sized bedroomsJuliet balconyHardwood floorsHuge living room (no window)Kitchen with dishwasherDeep soak bathtubNatural light in bedroomsElectric heat/ac units*Laundry on siteContact to schedule a viewing!Thanks, Lily","Price: $3,275; Deposit:
                          $3,275; 2 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Pets Allowed:; Cats, Small dogs, Large dogs; Floors: Hardwood; Neighborhood:; Zip:; Provided By:
                          Hotpads; Disabled Access",,,Williamsburg,"$3,275/mo",trulia
,"Brooklyn, NY, 11211, (",3 days on Trulia,2 full Bathrooms,2 Bedrooms,Lowest,"Beautiful Large 2 bedroom 2 bath at best spot in Williamsburg close to Mc carren park.Stunning kitchen with microwave and dishwasher Large windows Washer & Dryer in apartment. Gym, Roof deck, langue. bike storage Private parking available","Price: $4,250; 2 Bedrooms; 2 full Bathrooms; Multi-Family; Dishwasher; Washer; Dryer; Status: For Rent; Pets Allowed:; Small dogs; Parking: garage attached; Neighborhood:; Zip:; Provided By:
                          Prime Space Realty Corp",,,Greenpoint,"$4,250/mo",trulia
,"Brooklyn, NY, 11211, (",3 days on Trulia,1 full Bathroom,1 Bedroom,Lowest,"Beautiful Large 1 bedroom at best spot in Williamsburg close to Mc carren park.Stunning kitchen with microwave and dishwasher Large windows Washer & Dryer in apartmentGym, Roofdeck, langue. bike storage Private parking available","Price: $3,100; 1 Bedroom; 1 full Bathroom; Multi-Family; Status: For Rent; Pets Allowed:; Small dogs; Neighborhood:; Zip:; Provided By:
                          Prime Space Realty Corp",,,Greenpoint,"$3,100/mo",trulia
,"Brooklyn, NY, 11225, (",3 days on Trulia,1 full Bathroom,1 Bedroom,High,"Renovated high first floor apartment is located in a small apartment building. 24/7 laundry is just one block away! New open kitchen with stainless appliances. Nice living room with a closet. The bedroom might fit a king size bed and has a large closet. New natural wooden floor, properly painted walls. the renovations are extremely well done. Excellent sound isolation, high ceilings. Heat and hot water are included. The building is very well maintained. It is a short and very nice walk to the trains B,Q or 2,5.Ref:259636","Price: $1,750; 1 Bedroom; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Highline Residential",,,Prospect Lefferts Gardens,"$1,750/mo",trulia
,"Brooklyn, NY, 11249, (",3 days on Trulia,1 full Bathroom,2 Bedrooms,Lowest,"** Available April 1st 2018 **Unit Descriptiono 2 Bedroom Apartment For Rent ** o Hardwood Floors & Closet Space ** o Open Kitchen Has Granite Countertop ** o Tall Windows Allow For Plenty Of Natural Sunlight ** o Located In A Quiet Building ** o Near Laundromat Restaurants, Nightlife, Transportation and Parks ** Additional Detailso Tenant pays heat and hot watero Sorry, pets are not allowedRequired For Move Ino Verified financial documentationo Good credit scoreo Guarantors are welcomeo One month rent, one month se","Price: $2,600; 2 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Metroperty Realty Llc",,,Williamsburg,"$2,600/mo",trulia
,"Brooklyn, NY, 11233, (",3 days on Trulia,1 full Bathroom,1 Bedroom,Low,Lovely ground floor one bedroom with private outdoor spaceCan be delivered furnished or unfurnishedHardwood floorsWindows let in plenty of sunlightOpen style kitchenBedroom large enough to fit a King sized bedLarge backyard for your exclusive useCall today to schedule a showing!,"Price: $2,300; 1 Bedroom; 1 full Bathroom; Multi-Family; Status: For Rent; Furnished; Neighborhood:; Zip:; Provided By:
                          Ap Realty Group Ny; Garden",,,Bedford - Stuyvesant,"$2,300/mo",trulia
,"Brooklyn, NY, 11216, (",3 days on Trulia,"1 full, 1 partial Bathrooms",3 Bedrooms,High,"`NO FEEFloor-Through Apartment Heat Hot, Water and Gas Included. Pay Electric Only!Grab an apartment that truly embodies 4 of the most sought-after qualities in an apartment which are space, commute, amenities, and sunlight. You get 1400 square feet of space in the form of 3 Queen Size Bedrooms, 40'x16' living room, 1.5 Bathrooms and Stainless Kitchen. Informal OUTDOOR SPACE off the kitchen!The apartment is 6 steps to the Manhattan-bound A/C at Franklin Avenue, Across the street from the Franklin Avenue Shuttle. Stop at Franklin Park (2stops) before continuing to","Price: $2,800; 3 Bedrooms; 1 full, 1 partial Bathrooms; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          U2apartment Llc; 1,400 sqft",,,Bedford - Stuyvesant,"$2,800/mo",trulia
,"Brooklyn, NY, 11236, (",3 days on Trulia,1 full Bathroom,3 Bedrooms,Low,"For quickest reply, please text","Price: $2,300; 3 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Balcony; Neighborhood:; Zip:; Provided By:
                          Hotpads",,,Canarsie,"$2,300/mo",trulia
,"Brooklyn, NY, 11219, (",3 days on Trulia,2 full Bathrooms,4 Bedrooms,Low,"14 Ave 69th st beautiful 4 bedroom 2 bathroom apartment for rent, close to everything","Price: $2,300; Deposit:
                          $2,300; 4 Bedrooms; 2 full Bathrooms; Multi-Family; Status: For Rent; Neighborhood:; Zip:",,,Dyker Heights,"$2,300/mo",trulia
,"Brooklyn, NY, 11205, (",3 days on Trulia,2 full Bathrooms,2 Bedrooms,High,"This gorgeous 2 bedroom 2 bathroom is nestled in the Navy Yard area of Ft. Greene on a gorgeous tree lined street. The unit has hardwood floors, exposed brick and wood beams, bedrooms on opposite ends of the apartment, 2 full bathrooms with stand up showers, modern windowed kitchen with new stainless steel appliances and a dishwasher, large windows with beautiful natural light and 2 walk-in closets. There's also access to a shared backyard ideal for BBQ's and relaxing outside. An added perk is the unit is pet friendly and has a washer/dryer in the building.The neighborhood is rich w","Price: $2,700; 2 Bedrooms; 2 full Bathrooms; Multi-Family; Dishwasher; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Corcoran; Courtyard; Garden",,,Fort Greene,"$2,700/mo",trulia
,"Brooklyn, NY, 11238, (",3 days on Trulia,1 full Bathroom,2 Bedrooms,High,"373 Classon Avenue is a thoughtfully designed and finished new development where Bedford-Stuyvesant meets Clinton Hill! These sleek full floor and duplex homes feature well laid-out living and kitchen areas perfect for entertaining, and laundry in the building. Perfectly located among many of Bed-Stuy's exciting local destinations including Speedy Romeo, Clementine Bakery, The Finch, Sacred Yoga, Mekelburg, Peach's Shrimp and Crab, and more! Less than one block to the G line at Classon Avenue, and not much further to the C line at Franklin Avenue. Photos are from a similar development.","Price: $4,200; 2 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Corcoran",,,Bedford - Stuyvesant,"$4,200/mo",trulia
,"Brooklyn, NY, 11229, (",3 days on Trulia,1 full Bathroom,1 Bedroom,Lowest,"This Multi-Family Home for rent is located at Brooklyn NY 11229.  E 29th St and Ave T is in the Sheepshead Bay neighborhood in Brooklyn, NY and in ZIP Code 11229.    E 29th St and Ave T has 1 bed, 1 bath, and approximately 650 square feet","Price: $1,550; Deposit:
                          $1,550; 1 Bedroom; 1 full Bathroom; Multi-Family; Status: For Rent; Floors: Hardwood; Neighborhood:; Zip:; 650 sqft",,,Sheepshead Bay,"$1,550/mo",trulia
